Sr.No	Round	Institute	Program	Quota	Category	Opening Rank	Closing Rank
314	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	CSE- AIML	Other State	OPNOOS	84540	109135
315	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	CSE- AIML	Other State	SCNOOS	414197	414197
316	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Electronics & Communication Engineering	Home State	OPDFHS	530060	669278
317	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Electronics & Communication Engineering	Home State	OPNOHS	244634	345033
318	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Electronics & Communication Engineering	Home State	SCNOHS	1202383	1202383
319	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Electronics & Communication Engineering	Other State	OPDFOS	171214	171214
320	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Electronics & Communication Engineering	Other State	OPNOOS	105354	139633
321	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Electronics & Communication Engineering	Other State	SCNOOS	454509	454509
322	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Information Technology	Home State	OPDFHS	528226	545600
323	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Information Technology	Home State	OPNOHS	268712	311597
324	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Information Technology	Other State	OPNOOS	105846	121000
325	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Information Technology	Other State	SCNOOS	407900	407900
326	Round 2	HMR Institute of Technology & Management	Artificial Intelligence & Data Science	Home State	OPNOHS	352892	480020
327	Round 2	HMR Institute of Technology & Management	Artificial Intelligence & Data Science	Other State	OPNOOS	154976	163840
328	Round 2	HMR Institute of Technology & Management	Artificial Intelligence & Data Science	Other State	SCNOOS	545972	545972
329	Round 2	HMR Institute of Technology & Management	Artificial Intelligence & Machine Learning	Home State	OPDFHS	1076216	1076216
330	Round 2	HMR Institute of Technology & Management	Artificial Intelligence & Machine Learning	Home State	OPNOHS	366646	525676
331	Round 2	HMR Institute of Technology & Management	Artificial Intelligence & Machine Learning	Other State	OPDFOS	208825	208825
332	Round 2	HMR Institute of Technology & Management	Artificial Intelligence & Machine Learning	Other State	OPNOOS	126135	165650
333	Round 2	HMR Institute of Technology & Management	Artificial Intelligence & Machine Learning	Other State	SCNOOS	557675	557675
334	Round 2	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	All India	NOKMAI	331278	331278
335	Round 2	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Home State	OPDFHS	1063589	505121
336	Round 2	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Home State	OPNOHS	228672	392413
337	Round 2	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Home State	SCNOHS	963389	1158371
338	Round 2	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Other State	OPDFOS	191157	191157
339	Round 2	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Other State	OPNOOS	107848	149787
340	Round 2	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Other State	SCNOOS	512981	512981
341	Round 2	HMR Institute of Technology & Management	Computer Science & Engineering (Shift II)	Home State	OPDFHS	801970	947700
342	Round 2	HMR Institute of Technology & Management	Computer Science & Engineering (Shift II)	Home State	OPNOHS	339508	433892
343	Round 2	HMR Institute of Technology & Management	Computer Science & Engineering (Shift II)	Home State	SCNOHS	952183	952183
344	Round 2	HMR Institute of Technology & Management	Computer Science & Engineering (Shift II)	Other State	OPNOOS	144464	151768
345	Round 2	HMR Institute of Technology & Management	Computer Science & Engineering (Shift II)	Other State	SCNOOS	520362	520362
346	Round 2	HMR Institute of Technology & Management	Computer Science & Technology	Home State	OPDFHS	551171	551171
347	Round 2	HMR Institute of Technology & Management	Computer Science & Technology	Home State	OPNOHS	334985	462772
348	Round 2	HMR Institute of Technology & Management	Computer Science & Technology	Home State	SCNOHS	574376	574376
349	Round 2	HMR Institute of Technology & Management	Computer Science & Technology	Other State	OPDFOS	184239	184239
350	Round 2	HMR Institute of Technology & Management	Computer Science & Technology	Other State	OPNOOS	99051	155947
351	Round 2	HMR Institute of Technology & Management	Computer Science & Technology	Other State	SCNOOS	595217	595217
352	Round 2	HMR Institute of Technology & Management	CSE - AI	Home State	OPDFHS	981450	1117467
353	Round 2	HMR Institute of Technology & Management	CSE - AI	Home State	OPNOHS	311408	499998
354	Round 2	HMR Institute of Technology & Management	CSE - AI	Other State	OPNOOS	127734	173782
355	Round 2	HMR Institute of Technology & Management	CSE - AI	Other State	SCNOOS	573215	573215
356	Round 2	HMR Institute of Technology & Management	CSE (Cyber Security)	Home State	OPNOHS	281244	460013
357	Round 2	HMR Institute of Technology & Management	CSE (Cyber Security)	Other State	OPNOOS	95621	156948
358	Round 2	HMR Institute of Technology & Management	CSE- AIML	Home State	OPDFHS	618515	1067821
359	Round 2	HMR Institute of Technology & Management	CSE- AIML	Home State	OPNOHS	292271	456084
360	Round 2	HMR Institute of Technology & Management	CSE- AIML	Other State	OPNOOS	137230	169716
361	Round 2	HMR Institute of Technology & Management	CSE- AIML	Other State	SCNOOS	528253	528253
362	Round 2	HMR Institute of Technology & Management	CSE- DS	Home State	OPDFHS	649294	1127952
363	Round 2	HMR Institute of Technology & Management	CSE- DS	Home State	OPNOHS	321941	516875
364	Round 2	HMR Institute of Technology & Management	CSE- DS	Other State	OPNOOS	162231	172463
365	Round 2	HMR Institute of Technology & Management	CSE- DS	Other State	SCNOOS	530518	530518
366	Round 2	HMR Institute of Technology & Management	Information Technology	Home State	OPNOHS	332270	528134
367	Round 2	HMR Institute of Technology & Management	Information Technology	Other State	OPNOOS	135246	168738
368	Round 2	HMR Institute of Technology & Management	Information Technology	Other State	SCNOOS	591336	591336
369	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Data Science	Home State	OPNOHS	286469	715394
370	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Data Science	Home State	SCNOHS	848023	1043979
371	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Data Science	Other State	OPDFOS	235490	235490
372	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Data Science	Other State	OPNOOS	152464	196089
373	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Data Science	Other State	SCNOOS	582415	604605
374	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Machine Learning	Home State	OPNOHS	273970	705684
375	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Machine Learning	Other State	OPNOOS	167225	196347
376	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Machine Learning	Other State	SCNOOS	602169	602169
377	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Home State	OPDFHS	922974	1188831
378	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Home State	OPNOHS	148592	652068
379	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Home State	SCNOHS	792578	1118275
380	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Other State	OPDFOS	214846	246126
381	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Other State	OPNOOS	121776	189866
382	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Other State	SCDFOS	649308	649308
383	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Other State	SCNOOS	441079	579860
384	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Technology	Home State	OPNOHS	435924	688277
385	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Technology	Other State	OPNOOS	156456	192088
386	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Technology	Other State	SCNOOS	616452	616452
387	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	CSE- AIML	Home State	OPDFHS	961687	1065348
388	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	CSE- AIML	Home State	OPNOHS	197905	491944
389	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	CSE- AIML	Home State	SCNOHS	904402	1216446
390	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	CSE- AIML	Other State	OPDFOS	201557	201557
391	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	CSE- AIML	Other State	OPNOOS	86327	171509
392	Round 2	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	CSE- AIML	Other State	SCNOOS	555828	555828
393	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	All India	NOKMAI	95372	95372
394	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Home State	OPDFHS	100165	167371
395	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Home State	OPNOHS	6566	76685
396	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Home State	OPPHHS	384108	1456807
397	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Home State	SCDFHS	950487	1025346
398	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Home State	SCNOHS	130405	454896
399	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Home State	STNOHS	704702	1171733
400	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	OPNOOS	24911	51711
401	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	OPPHOS	453619	497035
402	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	SCDFOS	278099	278099
403	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	SCNOOS	185586	222092
404	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	STDFOS	476070	476070
405	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	STNOOS	364353	405863
406	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	STPHOS	1007465	1007465
407	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Home State	OPDFHS	138068	174482
408	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Home State	OPNOHS	54792	82644
409	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Home State	SCNOHS	414155	492397
410	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Other State	OPNOOS	51867	52715
411	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Other State	SCNOOS	231912	231912
412	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Other State	STNOOS	531662	531662
413	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Home State	OPDFHS	154095	199851
414	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Home State	OPNOHS	50281	97329
415	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Home State	OPPHHS	1011183	1011183
416	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Home State	SCNOHS	381809	533192
417	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Home State	STNOHS	747794	747794
418	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Other State	OPDFOS	178969	178969
419	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Other State	OPNOOS	43214	56694
420	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Other State	OPPHOS	776719	776719
421	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Other State	SCNOOS	236096	243368
422	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Other State	STNOOS	420871	508918
423	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Home State	OPDFHS	177390	187003
424	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Home State	OPNOHS	31235	83372
425	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Home State	SCNOHS	249478	470209
426	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Other State	OPNOOS	45545	53503
427	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Other State	OPPHOS	578264	578264
428	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Other State	SCNOOS	211727	211727
429	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Home State	OPDFHS	108653	181432
430	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Home State	OPNOHS	27706	77297
431	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Home State	OPPHHS	405355	405355
432	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Home State	SCNOHS	241553	434990
433	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Other State	OPNOOS	21436	49635
434	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Other State	SCNOOS	165116	165116
435	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Other State	STNOOS	417624	417624
436	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- DS	Home State	OPDFHS	116177	184615
437	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- DS	Home State	OPNOHS	63592	86270
438	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- DS	Home State	SCNOHS	454787	493825
439	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- DS	Other State	OPNOOS	52352	54412
440	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- DS	Other State	SCNOOS	242413	242413
441	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- DS	Other State	STNOOS	589299	589299
442	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electrical & Electronics Engineering	Home State	OPDFHS	392607	417587
443	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electrical & Electronics Engineering	Home State	OPNOHS	88310	194430
444	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electrical & Electronics Engineering	Home State	SCNOHS	607678	882320
445	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electrical & Electronics Engineering	Other State	OPNOOS	64883	71172
446	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electrical & Electronics Engineering	Other State	SCNOOS	268125	268125
447	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Comm.- Advance Comm. Technology	Home State	OPDFHS	345801	350977
448	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Comm.- Advance Comm. Technology	Home State	OPNOHS	109486	158242
449	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Comm.- Advance Comm. Technology	Home State	SCNOHS	627927	924174
450	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Comm.- Advance Comm. Technology	Other State	OPNOOS	59218	69754
451	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Comm.- Advance Comm. Technology	Other State	SCNOOS	296822	296822
452	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Home State	OPDFHS	164724	255584
453	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Home State	OPNOHS	35180	126754
454	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Home State	SCNOHS	533857	653842
455	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Other State	OPNOOS	29765	61640
456	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Other State	SCNOOS	214404	214404
457	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Other State	STNOOS	667974	667974
458	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics Engg.- VLSI Design & Technology	Home State	OPDFHS	345667	356395
459	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics Engg.- VLSI Design & Technology	Home State	OPNOHS	55276	172421
460	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics Engg.- VLSI Design & Technology	Home State	SCNOHS	717904	1046616
461	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics Engg.- VLSI Design & Technology	Other State	OPNOOS	64600	70088
462	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics Engg.- VLSI Design & Technology	Other State	SCNOOS	296251	296251
463	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Home State	OPDFHS	199614	228360
464	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Home State	OPNOHS	78600	118807
465	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Home State	SCNOHS	374561	617968
466	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Other State	OPDFOS	314060	520304
467	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Other State	OPNOOS	54154	60512
468	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Other State	OPPHOS	786581	786581
469	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Other State	SCNOOS	230982	249985
470	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Other State	STNOOS	626592	626592
471	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Mechanical Engineering	Home State	OPDFHS	336937	448588
472	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Mechanical Engineering	Home State	OPNOHS	87859	242262
473	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Mechanical Engineering	Home State	SCNOHS	549358	778713
474	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Mechanical Engineering	Other State	OPDFOS	121247	121247
475	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Mechanical Engineering	Other State	OPNOOS	78188	85868
476	Round 2	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Mechanical Engineering	Other State	SCNOOS	292435	292435
477	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	All India	NOKMAI	155262	155262
478	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Home State	OPDFHS	285718	196741
479	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Home State	OPNOHS	16886	107944
480	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Home State	OPPHHS	354232	1301768
481	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Home State	SCNOHS	353684	543486
482	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Other State	OPDFOS	456787	456787
483	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Other State	OPNOOS	31517	58435
484	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Other State	OPPHOS	631693	631693
485	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Other State	SCNOOS	234938	253430
486	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Other State	STNOOS	606042	606042
487	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Home State	OPDFHS	201479	226480
488	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Home State	OPNOHS	86309	114186
489	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Home State	SCNOHS	529146	570728
490	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Other State	OPNOOS	38142	59616
491	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Other State	SCNOOS	229606	229606
492	Round 2	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Other State	STNOOS	622566	622566
493	Round 2	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Home State	OPDFHS	362727	372286
494	Round 2	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Home State	OPNOHS	133485	211161
495	Round 2	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Home State	OPPHHS	814722	814722
496	Round 2	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Home State	SCNOHS	509752	1119578
497	Round 2	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Other State	OPDFOS	94583	94583
498	Round 2	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Other State	OPNOOS	79789	82193
499	Round 2	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Other State	SCNOOS	290215	290215
500	Round 2	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Other State	STNOOS	880379	880379
501	Round 2	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Home State	OPDFHS	199505	326883
502	Round 2	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Home State	OPNOHS	100021	174632
503	Round 2	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Home State	SCNOHS	562784	874787
504	Round 2	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Other State	OPDFOS	93342	93342
505	Round 2	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Other State	OPNOOS	55923	73185
506	Round 2	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Other State	SCDFOS	325646	325646
507	Round 2	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Other State	SCNOOS	236480	301998
508	Round 2	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift II)	Home State	OPDFHS	332856	334227
509	Round 2	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift II)	Home State	OPNOHS	67043	184798
510	Round 2	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift II)	Home State	SCNOHS	605956	1054966
511	Round 2	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift II)	Other State	OPNOOS	73468	77700
512	Round 2	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift II)	Other State	SCNOOS	286851	286851
513	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Home State	OPDFHS	229034	248537
514	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Home State	OPNOHS	105253	130968
515	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Home State	SCNOHS	469709	674905
516	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Other State	OPDFOS	82206	82206
517	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Other State	OPNOOS	59668	63283
518	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Other State	OPPHOS	650992	650992
